# 毒素コード
65563	白コショウ、黒コショウ
65564	ペニシリウム・クリソゲナム
65565	ペニシリウム属
65566	プルラリア・プルランス
65569	ダイアジノン
65570	ホサロン
65573	コカイン毒
65587	大根
65589	ロークフォートチーズ
65624	大麦
65625	茄子
65627	玉葱
65628	アスペルギルス・フミガタス
65639	ラジウム熱傷
65664	ネオン
65665	アスペルギルス属
65669	クリプトコッカス属
65674	真鍮毒
65691	放線菌症
65700	パーチ（スズキの類）
65703	ペニシリウム・グラウカム
65705	アメーバ
65707	鉛毒
65708	細菌毒素
65720	なつめやし
65725	パパイヤ
65736	はしか菌毒素
65741	蛤
65742	さつま芋
65801	えんどう豆
65805	ふともも科の常緑樹
65806	赤かぶ・ビート
65807	とうもろこし
65808	パセリ
65809	ペニシリウム属
65817	七面鳥
65818	スイカ
65819	サッカロマイセス・セレビシエ
65822	リニュロン　５０ＷＰ
65823	イクリン
65825	リマ豆
65843	水銀中毒
65845	鮭
65866	ハエカビ菌症
65867	卵菌症
65868	アスペルギルス症
65869	ヒストプラズマ症
65870	アスペルギルス・テリウス
65870	分芽菌症・酵母菌症
65873	ボトリティス・シネレア
65912	チェダーチーズ
65913	ひまわりの種
65929	サクランボ
65930	アスペルギルス・ニガー
65963	足菌種
65964	リノスポリジウム症
65995	真鯛
75009	インジカン
75047	①ダイオウ、②リンゴ
75048	白いんげん豆
75049	にわとり
75051	ニンニク
75052	ハチミツ
75053	レタス
75054	蛋白質
75055	マッシュルーム
75056	オレンジ
75057	じゃがいも
75058	タンジャリン（みかん）
75072	ブルーベリー
75073	イノンド
75075	大豆
75076	かぶら
75077	酵母菌
75078	アスペルギルス属
75079	カルバラリア属
75081	ノイロスポラ・クラッサ
75082	ペニシリウム・ノタータム
75083	スポロボロマイセス属
75084	ペニシリウム属
75085	ステンフィリウム属
75105	コサイド
75106	アッパ　PMP
75127	バナナ
75128	パルメザンチーズ
75129	つるこけ桃
75130	胡桃
75132	ホルモデンドラム属
75134	アスペルギルス・ニヅランス
75140	ドジン
75148	乳清
75150	カンディダ・アルビカンス
75151	ペニシリウム・ジギタタム
75160	噛みたばこ中毒
75175	カルバラリア属
75177	シアナジン　８０Ｗ
75178	チラウム
75187	カルシウム沈着
75194	かぼちゃ
75203	性交中毒
75204	尿細菌
75214	プラム
75215	ライ麦
75216	ペニシリウム属
75224	肉腫毒素
75235	アル中・薬物中毒
75248	クズウコン
75249	牛肉
75250	①クロープ（ちょうじ）、②ぶどう
75251	西洋わさび
75252	ロブスター
75253	トマト
75254	フザリウム属
75292	プルラリア・プルランス
75295	ブラジルくるみ
75330	おくら
75331	ピーナッツ
75332	いちご
75333	ケトミウム属
75334	ニグロスポラ属
75335	ジョンソン黒穂病
75341	エンドリン
75349	トリコデルマ・ビリディ
75350	塩化カルシウム
75357	テレビン油中毒
75380	トリフルラリン
75384	レントゲン焼け
75538	アルタナリア属
75541	有機フッ化物(dental)
75554	血液中毒
75565	カンディダ症
75581	メープルシロップ
75582	帆立貝
75584	ニコチン毒
75585	銀毒
75596	黒ヒヨス中毒
75626	メロン
75668	リゾープス・ニグリカンス
75784	トリシクロヘキシルスズヒドロキｼﾄﾞ
75791	ヒヨス中毒
75840	アミノプロピオフェノン
75903	パラコクシジオミコーゼ
75907	スポロトリコーシス
76221	トリコデルマ・ビリディ
85004	グオトリクム・カンヂダム
85005	ペニシリウム属
85007	アスペルギルス・グラウカス
85008	ケトミウム属
85009	ヘルミントスポリウム属
85010	ペニシリウム属
85013	ミネラルバランス
85020	全乳・牛乳
85030	ロドトルラ・グルチニス
85031	シマジン
85032	クロロファシン
85049	アシドーシス
85051	コバルト熱傷
85058	ヒ素毒
85062	アラクロール
85063	メトリブジン
85065	ジノカップ
85069	水銀毒
85074	ナトリウム毒
85099	生姜
85118	ヨード毒
85119	尿毒症
85120	インフルエンザ毒素
85146	テトラメチルチウラムジスルフィド
85149	アヘン毒
85156	循環器系鎮静薬
85178	麻薬中毒
85234	うるし中毒
85351	アトラジン
86178	麻酔中毒
86358	紫外線
87012	フェリチン
95018	ヒヨス中毒
95031	カタル毒素
95035	ヒ素中毒
95117	テレビン油毒
